,RESPONSE,LABEL
68,karena menyumbang merupakan kegiatan amal yang dapat bermanfaat bagi banyak orang,1
69,mengurangi sampah lingkungan dan polusi,0
70,karena menolak harga yang terlalu tinggi,0
71,tampilan kondisi kerja pada pabrik,1
72,karena akan bermanfaat bagi yang membutuhkan,1
73,"karena,orang-orang tersebut bersimpati tentang kondisi kerja di sebuah pabrik pakaian",1
74,karena konsumen melihat kondisi kerja pabrik yang kurang layak,1
75,"karena mereka menyumbangkan semua pakaiannya beralasan karena pakaian itu sudah tak suka lagi di pakai,sehingga mereka menyumbangkannya",1
76,karena di luar sana masih banyak yang membutuhkan sehingga tidak sepenuhnya sumbangan tersebut digunakan untuk pakaian sajak tapi juga untuk yang lain,0
77,karena sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,0
78,tentang kondisi kerja di sebuah pabrik pakaian sebagai upaya untuk membuat produksi pakaian menjadi beretika,1
79,karena agar pabrik membuat atau memproduksi pakaian menjadi lebih beretika dan memastikan bahwa pekerja mendapatkan upah yang layak,1
80,karena ada istilah lebih baik memberi daripada menerima,0
81,untuk mengurangi pengguna air,0
82,karena menyumbang itu bagus dan mendapatkan pahala,0
83,karena mereka melihat tampilan gambar tentang kondisi kerja di sebuah pabrik pakaian yang mungkin menentang prinsip produksi pakaian yang beretika,1
84,karena masyarakat lebih suka berbagi satu sama lain dan saling peduli satu sama lain,0
85,memilih,0
86,karena pakaian tersebut sudah tidak layak untuk dipakai da tidak beretika dengan baik,1
87,karena perbuatan menyumbang untuk orang yang tidak mampu itu sangat mulia dan banyak mendapatkan pahala,1
88,menurut sayap kebanyakan orang menyumbang karena orangorang itu ingin memproduksi pakaian yang baru,1
89,10 orang memilih menyumbang karena kondisi pakaian yang ingin mereka pakai bukan seperti yang diinginkan mereka setelah melihat layar tersebut bisa jadi banyaknya bahan kimia yang digunakan dalam pembuatan pakaian yang akan mengganggu konsumen dalam pakaiannya seperti gangguan kesehatan dan pakaian yang tidak tahan lama,1
90,karena prihatin melihat keadaan para pekerja pabrik,1
91,karena pakaian yang dibeli merupakan fast fashion yang tidak dapat bertahan lama sehingga kebanyakan orang memilih untuk menyumbangkan pakaian seharga 2 euro tersebut,0
92,karena orangorang berprihatin terhadap pabrik-pabrik yang kekurangan dana,0
93,karena kalau disimpan pakaiannya akan kekecilan dan masih banyak yang membutuhkannya,0
94,karena pakaiannya akan menjadi lebih beretika,1
95,karena menyumbang adalah bekal untuk menuju surga,0
96,karena dengan menyumbang untuk membuat produksi pakaian menjadi lebih beretika,1
97,karena jika ikhlas menyumbangkan sedikit uang kita untuk anak yatim atau ke panti asuhan kita akan mendapatkan pahala yang setimpal,0
98,karena jika mereka menyumbangkan dengan barang akan berguna kedepanya,0
99,untuk meningkatkan kualitas barang yang memuaskan untuk konsumen da menjadikan produksi pakaian menjadi lebih beretika,0
100,pakaian awet adalah alternatif terhadap fast fashion pakaian awet lebih mahal biaya produk dan harga berlinyak tetapi karena pakaian itu di buat untuk bertahan dengan lama,0
101,menurut sayap para konsumen yang mengerti kondisi kerja yang tidak layak mereka akan merasa iba dan lebih mengikhlaskan 2 euro tersebut dinding membeli kaosnya. sehingga para pekerja bisa mempunyai kondisi kerja dan penghasilan yang baik,1
102,karena menurut mereka pakaian tersebut tidak beretika,1
103,karena itu lebih bermanfaat untuk orang lain daripada harus terbuang sia-sia,1
104,2 euro tersebut sebagai upaya untuk produksi pakaian menjadi beretika,1
105,karena dapat membantu orang,0
106,karena kasihan dengan kondisi para pekerja,1
107,karena pakaian tersebut tidak layak untuk dipakai,0
108,karena daripada dibuang dan menjadi sampah lebih baik disumbangkan,0
109,karena konsumen berpikir lebih baik menyumbang kan ny dari pada harus menjual nya,1
110,karena akan lebih baik lagi dari sebelumnya,1
111,karena pakaian itu beretika,0
112,karena banyak yang membutuhkan,0
113,"karena kalau dibuang dapat merugikan,makanya sebagian besar orang menyumbangkannya",0
114,kereta mereka ingin membantu perusahaan itu untuk membuat produksi pakaian menjadi lebih beretika dan membantu karyawan nya mendapat upah layak dan kondisi kerja yang baik,0
115,sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,1
116,"karena jika membeli pakaian lagi akan memenuhi pakaian lemari dan yang sudah tidak layak akan dibaung,maka kebanyakan orang memilih untuk disumbangkan kuda orang lain dan sumbangan baju tersebut layak untuk dipakai yang kurang mampu",0
117,karena konsumen melihat dari kondisi kerja di sebuah pabrik pakaian tersebut kurang beretika sehingga mereka menyumbangkan 2 euro untuk membuat produksi pakaian yang lebih beretika,1
118,menurut sayap kelayakan orang memilih untuk menyumbang karena mungkin saja setelah melihat kondisi kerja di pabrik tersebut masyarakat menaruh harapan kelak perusahaan tersebut dapat memproduksi pakaian menjadi lebih beretika,1
119,karena penyumbangan itu baik untuk membuat produksi pakaian menjadi lebih beretika,0
120,karena menyumbang itu sama saja menolong orang lain yang sedang kesusahan,1
121,kebanyakan orang memilih untuk menyumbang supaya pabrik pakaian tersebut memperbaiki kondisi kerja produksi pakaian yang lebih beretika,1
122,agar dapat membantu menjadi lebih mudah dan membuat barang produksi lebih diminati,1
123,karena melihat gambar tentang kondisi kerja sebuah pabrik pakaian,0
124,karena menyumbang adalah hal yang baik untuk masyarakat yang miskin atau tidak mampu,0
125,karena konsumen-konsumen tersebut sudah tahu dan sadar bagaimana buruknya kondisi kerja di salah satu pabrik pakaian maka dari itu 9 dari 10 konsumen memilih untuk menyumbangkan kaus 2 euro tersebut untuk meningkatkan kondisi kerja di pabrik-pabrik pakaian,1
126,karena mereka telah melihat bagaimana kondisi kerja di sebuah pabrik,0
127,karena konsumen ingin berupaya untuk membuat produksi menjadi lebih beretika,0
128,karena lebih baik menyumbang daripada membeli,0
129,karena mengurangi sampah lingkungan dan polusi,0
130,karena barang yang tidak layak di pakai seharusnya di sumbangkan untuk dimakan kepada orang yang lebih membutuhkan,0
131,karena menyumbang adalah hal yang sangat baik,1
132,fashion adalah produksi pakaian untuk memenuhi tren fashion cepat berubah,0
133,karena dengan menyumbangkan uang akan mengurangi pakaian fast fashion dan meningkatkan pakaian beretika,1
134,mungkin karena kondisi pabrik yang kurang mendukung atau kondisi pekerja yang kasihan,0
135,karena konsumen tidak tega melihat pekerja yang bekerja keras dengan gaji rendah,1
136,karena kaus yang di tawarkan oleh produsen belum banyak diminati oleh pembeli,0
137,karena menyumbang bagian dari amal,0
138,sebab untuk membantu produktivitas suatu pabrik,1
139,karena pakaian-pakaian ini biasanya murah dan tidak bertahan lama karena konsumen biasanya cepat menggantinya dengan mode terbaru,1
140,karena akan sayang kalo di buang begitu saja . lebih baik di kasih kepada orang yang membutuhkan,0
141,karena menyumbang adalah perbuatan yang terpuji dan dapat membantu kita untuk mendapat pakaian yang beretika karena semua bahan untuk memproduksi terpenuhi dari hasil kita menyumbang,1
142,supaya bisa mengurangi pakaian yang berakhir ditempati pembuangan sampah,1
143,pakaian awet adalah alternatif terhadap fast fashion,0
144,karena lebih bermanfaat,1
145,dikarenakan sembilan dari sepuluh konsumen tersebut menyadari akan betapa buruknya akibat dari pakaian yang tidak memenuhi etika,1
146,"? karena,jika mereka menyumbangkan 2 euro untuk membuat produksi pakaian menjadi lebih beretika,maka pembuatannya makin banyak sehingga biasanya yang mahal akan menjadi murah",0
147,karena jika konsumen tersebut membelinya akan menambah sampah lingkungan,1
148,karena mereka atau konsumen yang membeli melihat langsung tentang kondisi kerja sebuah pabrik pakaian dan ternyata hasilnya mengejutkan dikarenakan konsumen melihat pabrik membuat pakaian yang kurang beraneka,1
149,karena dengan menyumbangkan uang sebanyak 2 euro tersebut konsumen akan mendapatkan pakaian yang lebih beretika,1
150,karena menurut mereka tempat pembuatannya atau cara kerja mereka kurang baik,1
151,karena terlalu banyaknya pakaian yang sudah di beli,1
152,karena dengan cara menyumbang itu bisa membuat produksi pakaian menjadi lebih beretika,1
153,untuk membantu orang yang membutuhkan,1
154,karena mereka sangat menyukai kaus putih tersebut,0
155,karena sebelum sebuah kaus diberikan kepada konsumen layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian,1
156,sebagai bagian dari eksperimen sebuah mesin penjual di berlin menawarkan kaus putih seharga 2 euro atau sekitar rp30.000). sebelum sebuah kaus diberikan kepada konsumen layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian karena pakaian itu dibuat untuk bertahan lebih lama maka yang dibuat pun menjadi lebih sedikit kita sebagai konsumen harus menolak tren fast fashion dan membeli pakaian yang lebih awet dan dibuat sesuai etik,1
157,karena 2 euro sama dengan harga sebuah kaus putih,0
158,kena menyunu bang itu berpahala,1
159,karena kondisi kerja pabrik ibu bagus,0
160,karena menyumbang merupakan suatu bentuk mengamang menyumbang dalam ajaran agama yaitu memberi kepada orang yang membutuhkan . itu merupakan suatu tindakan yang terpuji,1
161,karena itu merupakan investasi,0
162,karana dengan menyumbang kita bisa membuat produksi pakaian menjadi lebih beretika,0
163,karena kondisi di sebuah pabrik yang mengejutkan,0
164,karena lebih murah jika menyumbang mengapa lebih murah karena 2 euro tersebut sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,1
165,sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,1
166,karena yang harus di produksi setiap tahun,0
167,karena mereka merasa kasihan kepada kondisi di pabriknya yang mungkin tidak bersih atau mungkin mesinnya tidak lengkap dan merasa kasihan kepada pemakainya yang mendapatkan gaji kurang dari yang diterapkan,1
168,karena kalo menyumbang akan dapat pahala,1
169,mungkin pakaian itu tidak bagus untuk di pakai lagidan mungkin saja pakaian itu tidak muat di pakai oleh orang tersebut,0
170,karena konsumen ingin berubah produsen yang membuat fast fashion ini menjadi lebih baik melihat pabriknya yang terlihat sangat buruk lagipula hanya dengan memberikan 2 euro saja bukanlah uang yang banyak dan orang pasti tak apa merelakannya.,0
171,menurut sayap kebanyakan orang memilih untuk menyumbang agar pabrik bisa dibenahi dengan menggunakan uang sumbangan mereka selain itu mereka ingin memperbaiki kondisi kerja pabrik pakaian yang sanalah buruk dan sangat tidak sesuai dengan prinsip produksi pakaian yang beretika nomor 1 yaitu memastikan bahwa pekerja mendapatkan upah layak dan kondisi kerja yang baik,1
172,karena untuk membantu sebagian konsumen,0
173,karena menyumbang lebih baik daripada menerima,1
174,karena lebih bermanfaat dari pada dibuang dan tidak ada yang menggunakan,1
175,karena gambaran tidak cocok dengan warna kaus baju,0
176,karena kita juga makhluk sosial harus tolong menolong jadi kita pantas menyumbang kepada orang yang ada dibawa kita,0
177,karena dengan menyumbang para konsumen dapat membantu para pekerja,1
178,karena dengan menyumbang akan membantu proses produksi yang lebih bagus lagi maka akan banyak konsumen nantinya yang akan membeli produk tersebut,1
179,produksi pakaian menjadi lebih beretika,1
180,lebih baik menyumbang,0
181,akaian-pakaian ini biasanya murah dan tidak bertahan lama karena konsumen biasanya cepat menggantinya dengan mode terbaru fas,0
182,karena dia ingin pakaian mereka beretika,0
183,karena dia akan membuat produksi pakaian yang beretika maka dia akan menyumbangkannya,1
184,upaya untuk membuat produksi pakaian menjadi lebih beretika,0
185,karena menyambung lebih gampang dari memutus,0
186,menurut sayap kebanyakan orang memilih menyumbangkan baunya dikarenakan baju itu sudah tidak muat lagi merasa tidak nyaman lagi,0
187,karena mereka melihat kondisi kerja di sebuah pabrik pakaian,1
188,karena dengan cara menyumbang pakaian kita menjadi lebih beretika,0
189,itu dapat barang dari konsumen itu dapat terjual juga,0
190,karena mendapatkan pahala,0
191,karena pakaian itu bisa dipakai dan pakaian nya pun beretika,1
192,karena untuk membantu proses perbaikan sebuah pabrik agar terlihat lebih layak dan produksi pakaian menjadi lebih beretika,1
193,karena mereka mengetahui akan kelebihan dari pakaian yang beretika seperti ; memastikan bahwa pekerja mendapatkan upah layak dan kondisi kerja yang baik mengurangi sampah lingkungan dan polusi dan mengurangi penggunaan air,1
194,karena dengan menyumbang maka akan membuat produksi pakaian beretika dan kondisi kerja pabrik menjadi lebih baik daripada sebelumnya,1
195,karena jika mereka menyumbangkan masih banyak yang bisa menggunakan orang di luar sana dan jika dibuang sangat tidak bagus kena mungkin pakan tersebut masih layak pakai tapi mereka membuangnya,1
196,karena munkin kebanyakan orang menghargai apa yang di lakukan perusahaan,0
197,karena kondisi kerja tersebut menampilkan bahwa pekerja tidak mendapatkan upah yang layak dan kondisi kerja yang baik,1
198,karenakasian,0
199,karan menyumbang perbuatan baik dan menambah pahala bagi kita juga,1
200,meremas tikan bahwa pekerja mendapatkan upah layak,0
201,kenapa kita harus senyum bang karena kita sebagai manusia kotabaru saling kolong menolong dan untuk kebaikan juga sangat penting bagi manusia,1
202,karena mereka melihat gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian,1
203,sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,1
204,karena menyumbang itu lebih bagus,0
205,karena untuk produksi pakaian untuk menjadi lebih beretika,0
206,"karena sebelum kaus diberikan kepada konsumen,layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian",0
207,sebagai bagian dari eksperimen sebuah mesin penjual di berlin menawarkan kaus putih seharga 2 euro atau sekitar rp30.000). sebelum sebuah kaus diberikan kepada konsumen layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian karena pada negara-negara lain mungkin fashion nya masih kurang beretika yang menyebabkan negara-negara yang sudah bagus memiliki fashion akan terganggu dan akan menyebabkan budaya-budaya luar masuk kepada negara yang sudah memiliki fashion yang berkelas,0
208,karena kondisi kerja sebuah pabrik pakaian tidak layak,1
209,karena mereka melihat kondisi kerja dipabrik pakaian tersebut tidak layak,1
210,sebagai bagian dari eksperimen sebuah mesin penjual di berlin menawarkan kaus putih seharga 2 euro atau sekitar rp30.000). sebelum sebagai bagian dari eksperimen sebuah mesin penjual di berlin menawarkan kaus putih seharga 2 euro atau sekitar rp30.000). sebelum sebuah kaus diberikan kepada konsumen layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian,0
211,karena mereka ingin upaya untuk membuat produksi pakaian menjadi lebih beretika,0
212,karena untuk shodaqoh dan membantu,1
213,karena jika mereka memilih melanjutkan pembelian maka akan menyebabkan pemborosan uang,1
214,karena kondisi kerja pabrik pakaian yang memprihatinkan,1
215,karena berbagi itu indah,0
216,karena lebih baik disumbangkan daripada dibuang dan menjadi limbah dan sampah,0
217,untuk memberikan sedekah yang diberikan oleh tuhan yang maha esa,1
218,karena biar tercukupinya dana untuk pembuatan pakaian yang beretika,0
219,karena mereka mendukung akan perubahan produksi pakaian menjadi lebih beretika,1
220,karena menunjukkan tentang kondisi kerja di sebuah pabrik pakaian,1
221,karena kalau pakaian yang sudah tidak dipakai terus disumbangkan akan mengurangi penumpukan sampah pakaian,0
222,jihydgsjdisadusdtgwtsfdhs,0
223,karena untuk upaya membuat produksi pakaian menjadi lebih beretika,1
224,karena lebih baik menyumbang dari pada di sumbang jika kita menyumbang belum tentu rejeki datang menimpa perusahaan tersebut,1
225,karena sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,1
226,karena mereka berfikir jika uangbarang yang mereka disumbangkan akan menambah rezeki mereka bukan malah berkurang dan mereka pun akan mendapat pahala dari apa yang mereka lakukan,1
227,karena sayang untuk di buang,0
228,agar pekerja mendapatkan upah yang layak,1
229,karena kebanyakan orang merasa prihatin dengan pekerja pekerja pada perusahaan pabrik pakaian,1
230,menyebar kankondisi kerja,0
231,karena masyarakat menginginkan pakaian yang beretika dan menginginkan upah dan tempat kerja yang layak,1
232,karena ia adalah sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,1
233,karena lebih baik untuk semuanya,0
234,menurut saya menyumbang akan menjadi hal yang baik jika itu untuk hal kebaikan juga,1
235,karena dengan menyumbang dapat membantu orang yang membutuhkan,1
236,karena harga yang ditawarkan tidak sebanding dengan kualitas kaus yang diberikan sehingga banyak konsumen yang berfikir lebih baik untuk disumbangkan saja dari pada membeli sebuah kaus dengan harga 2 euro,0
237,karena menyumbang itu lebih baik,0
238,karena perihatin dengan kondisi pekerja,1
239,karena kasihan terhadap pekerjaklarena kerjanya begitu letih akan tetapi upahnya sedikit,1
240,karena dengan menyumbang kita bisa mendapat amal sekaligus mengurangi sampah,1
241,karena orang luar sudah banyak yang lihat bagaimana cara pembuatan baju tersebut yang bisa dibilang sangat tidak efektif sehingga tidak layak untuk dipakai dan orang lain tersebut merasa kasihan dan karena itu ia tidak tega melihat mereka makanya ia menyumbangkan uangnya untuk mereka yang pantas menerimanya,1
242,karena menyumbang adalah salah satu upaya untuk membuat produksi pakaian menjadi lebih beretika,1
243,karena biar laris kalo berjualan dan untuk beramal ibadah,0
244,karena sumbangan tersebut dapat membuat produksi pakaian tersebut lebih berkualitas dan pembuatannya lebih beretika,1
245,karena saat melihat tentang kondisi kerja di sebuah pabrik pakaian tersebut mungkin terdapat gambar pekerja yang sedang bekerja dengan tidak layak atau gambar pekerja yang memakai pakaian yang tidak layak untuk dipakai.jadi konsumen memilih menyumbang baju tersebut karena merasa kasihan atau khawatir melihat kondisi kerja di pabrik pakaian tersebut,1
246,jika kita menyumbang kita akan dapat pahala dan kita akan membantu orang yang sangat membutuhkan sejumlah sumbangan yang kita berikan,1
247,karena tidak terpakai,0
248,sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,1
249,bisa menambah pahala bisa jadi banyak manfaat bisa menyenangkan hati dan tidak menyusahkan tukang sampah,1
250,"karena menurut konsumen menyumbang adalah salah satu cara yang baik agar kita tidak memboro dengan cara membuangnya setempat sampah,melainkan kita bisa berebut kebaikan dengan cara menyumbangkannya kepada orang yang tidak mampu",1
251,karena sebagian orang islam ingin berbagi amal untuk mendapatkan pahala dengan menyumbang itu allah akan mengati dengan paha yang berlipakkn gnda,0
252,karena sebelum sebuah kaos diberikan kepada konsumen layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian,0
253,karena uangnya pun lebih bermanfaat untuk membeli kebutuhan hidup.di bandingan menyumbang pakaian,1
254,"sebagai bagian dari eksperimen sebuah mesin penjual di berlin menawarkan kaus putih seharga 2 euro atau sekitar rp30.000). sebelum sebuah kaus diberikan kepada konsumen layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian setelahnya, konsumen diberi pilihan apakah akan melanjutkan pembelian atau menyumbangkan 2 euro tersebut sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika sembilan dari sepuluh konsumen memilih untuk menyumbang menurutmu, mengapa kebanyakan orang memilih untuk menyumbang karena dari pada tidak terpakai dan menjadi sampah mendingan kasih kepada orang yang membutuhkan dengan cara disumbangkan",0
255,karena lebih baik menyumbang dari pada beli,0
256,menyumbang merupakan perbuatan baik lebih baik memberi dari pada menerima,0
257,karena kondisi kerja dari sebuah pabrik sangat tidak menjamin untuk melakukan produktifitas,1
258,karena mengurangi produksi pembuatan pakaian,1
259,karena upaya untuk membuat produksi pakaian menjadi lebih beretika,1
260,karena dengan menyumbang konsumen bisa membeli barang baru atau di belanjakannya,0
261,karena kekurangan-kekurangan pabrik yang mengejutkan untuk bahan-bahan pakaian yang akan melanjutkan pembelian,1
262,karena banyak orang yang tidak suka,0
263,karena'pakaianawetlebihmahal.,0
264,karena menyumbang kita bisa mengamalkan karena dapat pahala,1
265,karena untuk pakaian yang tidak dipakai bisa disumbangkan bagi yang membutuhkan karena lebih beretika,1
266,karena dengan menyumbang produsen akan mengondisikan kerja sebuah pabrik,0
267,"karena,mereka ingin ada produk pakaian yang lebih beretika",1
268,karena pembeli ingin menyejahterakan para pekerja dan melindungi lingkungan dari polusi,1
269,karena dengan menyumbangkannya dapat membantu untuk upaya produksi pakaian menjadi lebih beretika,1
270,karena menyumbang mendapatkan amal ibadah,1
271,karena baju lama bisa digunakan kembali tidak harus dibuang ke tempat sampah kita bisa memberikan kepada orang yang tidak mampu,0
272,karena lebih mudah,0
273,karena orang yang luar sana banyak membutuhkan sumbangan,1
274,gar pakaian yang sudah tidak terpakai tidak hanya dibuang tetapi masih bisa dimaanfaatkan untuk dipakai orang lain,0
275,agar pakaian yang kita pakai semua beretika dan nyaman dipakai,1
276,karena menyumbang lebih bermanfaat untuk para pekerja di pabrik pakaian .,1
277,agar upaya untuk membuat produksi pakaian menjadi lebih beretika,1
278,karena untuk membantu masyarakat yang membutuhkan,1
279,karena mereka lebih memilih pakaian yang beretika,0
280,karena menguban lebih baik daripada berlebihan untuk membeli pakaian yang terlalu banyak .,0
281,karena kondisi kerja yang dialami para pekerja sangat lah tidak layak jadi sebagian orang berpikir lebih baik untuk menyumbangkan uang tersebut,1
282,mengurangi sampah lingkungan dan polusi,0
283,agar para pekerja tersebut atau pabrik tersebut bisa membuat pakaian yang lebih beretika dalam jumlah yang banyak,1
284,alia sedang mengerjakan sebuah laporan tentang isu etika terkait produksi dan konsumsi pakaian dalam penelitiannya dia menemukan informasi di blog tentang fast fashion fashion jangka pendek fast fashion adalah produksi pakaian untuk memenuhi tren fashion yang cepat berubah pakaian-pakaian ini biasanya murah dan tidak bertahan lama karena konsumen biasanya cepat menggantinya dengan mode terbaru fast fashion artinya semakin banyak pakaian yang harus diproduksi setiap tahun dan pakaian-pakaian tersebut harus murah produksi ini sering menyebabkan kondisi kerja yang tidak baik dan dampak negatif yang lebih besar terhadap lingkungan pakaian awet adalah alternatif terhadap fast fashion pakaian awet lebih mahal biaya produksi dan harga berlinyak tetapi karena pakaian itu dibuat untuk bertahan lebih lama maka yang dibuat pun menjadi lebih sedikit kita sebagai konsumen harus menolak tren fast fashion dan membeli pakaian yang lebih awet dan dibuat sesuai etika alia juga menemukan bahwa produksi pakaian yang beretika harus mengikuti tiga prinsip penting prinsip produksi pakaian yang beretika memastikan bahwa pekerja mendapatkan upah layak dan kondisi kerja yang baik mengurangi sampah lingkungan dan polusi mengurangi penggunaan air,0
